feature,mean_importance
Hippocampus_L <=> Cerebelum_3_R,0.04926744554100422
Frontal_Inf_Orb_R <=> Insula_R,0.07509441644486774
Temporal_Inf_R <=> Cerebelum_7b_L_ratio_Frontal_Inf_Oper_L <=> Supp_Motor_Area_L,0.12351560558082864
Insula_R <=> Temporal_Sup_R_diff_Cerebelum_3_L <=> Vermis_1_2,0.17722642520228996
