feature,mean_importance
Hippocampus_L <=> Cerebelum_3_R,0.053132513467748235
Frontal_Inf_Orb_R <=> Insula_R,0.07309702096087642
Temporal_Inf_R <=> Cerebelum_7b_L_ratio_Frontal_Inf_Oper_L <=> Supp_Motor_Area_L,0.11503565384089123
Insula_R <=> Temporal_Sup_R_diff_Cerebelum_3_L <=> Vermis_1_2,0.16341743119181246
