feature,mean_importance
Hippocampus_L <=> Cerebelum_3_R,0.0627389299177516
Frontal_Inf_Orb_R <=> Insula_R,0.11565619863576404
Insula_R <=> Temporal_Sup_R_diff_Cerebelum_3_L <=> Vermis_1_2,0.1254810458139651
Temporal_Inf_R <=> Cerebelum_7b_L_ratio_Frontal_Inf_Oper_L <=> Supp_Motor_Area_L,0.23812555289384876
