feature,mean_importance
Hippocampus_L <=> Cerebelum_3_R,0.10212872231165562
Frontal_Inf_Orb_R <=> Insula_R,0.14821974256419107
Temporal_Inf_R <=> Cerebelum_7b_L_ratio_Frontal_Inf_Oper_L <=> Supp_Motor_Area_L,0.2263301832589862
Insula_R <=> Temporal_Sup_R_diff_Cerebelum_3_L <=> Vermis_1_2,0.6006609514298672
